roll_no,gender,race_ethnicity,parental_level_of_education,test_preparation_course,score_id,grade_id
std-1529,male,"group D","some high school",False,1529,1529
std-153,male,"group C","high school",False,153,153
std-1530,male,"group B","associate's degree",False,1530,1530
std-1531,male,"group D","bachelor's degree",False,1531,1531
std-1532,male,"group C","high school",False,1532,1532
std-1533,male,"group D","associate's degree",False,1533,1533
std-1534,male,"group D","some college",True,1534,1534
std-1535,male,"group B","bachelor's degree",False,1535,1535
std-1536,male,"group B","associate's degree",True,1536,1536
std-1537,male,"group E","bachelor's degree",False,1537,1537
std-1538,male,"group D","master's degree",True,1538,1538
std-1539,male,"group D","some high school",True,1539,1539
std-154,male,"group D","some high school",False,154,154
std-1540,male,"group D","high school",True,1540,1540
std-1541,male,"group C","master's degree",False,1541,1541
std-1542,male,"group C","high school",False,1542,1542
std-1543,male,"group D","high school",False,1543,1543
std-1544,male,"group E","some college",True,1544,1544
std-1545,male,"group D","high school",False,1545,1545
std-1546,male,"group D","high school",False,1546,1546
std-1547,male,"group C","bachelor's degree",False,1547,1547
std-1548,male,"group C","bachelor's degree",True,1548,1548
std-1549,male,"group D","some college",True,1549,1549
std-155,male,"group B","bachelor's degree",False,155,155
std-1550,male,"group D","high school",False,1550,1550
std-1551,male,"group A","some college",True,1551,1551
std-1552,male,"group C","some high school",False,1552,1552
std-1553,male,"group C","bachelor's degree",False,1553,1553
std-1554,male,"group A","some college",False,1554,1554
std-1555,male,"group E","some college",True,1555,1555
std-1556,male,"group C","some college",True,1556,1556
std-1557,male,"group D","some college",False,1557,1557
std-1558,male,"group C","some college",False,1558,1558
std-1559,male,"group D","bachelor's degree",True,1559,1559
std-156,male,"group D","high school",False,156,156
std-1560,male,"group C","some high school",True,1560,1560
std-1561,male,"group E","high school",True,1561,1561
std-1562,male,"group D","bachelor's degree",False,1562,1562
std-1563,male,"group B","associate's degree",False,1563,1563
std-1564,male,"group D","some college",False,1564,1564
std-1565,male,"group E","master's degree",False,1565,1565
std-1566,male,"group C","some college",True,1566,1566
std-1567,male,"group E","high school",False,1567,1567
std-1568,male,"group C","associate's degree",False,1568,1568
std-1569,male,"group D","master's degree",False,1569,1569
std-157,male,"group A","some high school",False,157,157
std-1570,male,"group D","master's degree",True,1570,1570
std-1571,male,"group C","some high school",False,1571,1571
std-1572,male,"group E","some high school",False,1572,1572
std-1573,male,"group C","associate's degree",True,1573,1573
std-1574,male,"group B","master's degree",True,1574,1574
std-1575,male,"group D","some high school",False,1575,1575
std-1576,male,"group E","high school",False,1576,1576
std-1577,male,"group D","associate's degree",True,1577,1577
std-1578,male,"group B","some college",False,1578,1578
std-1579,male,"group B","high school",False,1579,1579
std-158,male,"group C","some college",True,158,158
std-1580,male,"group C","associate's degree",True,1580,1580
std-1581,male,"group B","bachelor's degree",False,1581,1581
std-1582,male,"group D","some college",False,1582,1582
std-1583,male,"group B","bachelor's degree",False,1583,1583
std-1584,male,"group E","master's degree",False,1584,1584
std-1585,male,"group C","master's degree",False,1585,1585
std-1586,male,"group E","some high school",False,1586,1586
std-1587,male,"group E","some high school",True,1587,1587
std-1588,male,"group D","some college",False,1588,1588
std-1589,male,"group B","master's degree",False,1589,1589
std-159,male,"group B","some college",False,159,159
std-1590,male,"group D","some high school",True,1590,1590
std-1591,male,"group D","master's degree",False,1591,1591
std-1592,male,"group D","some college",True,1592,1592
std-1593,male,"group E","high school",False,1593,1593
std-1594,male,"group B","high school",False,1594,1594
std-1595,male,"group C","associate's degree",False,1595,1595
std-1596,male,"group C","some college",False,1596,1596
std-1597,male,"group C","associate's degree",True,1597,1597
std-1598,male,"group C","associate's degree",False,1598,1598
std-1599,male,"group D","high school",False,1599,1599
std-16,male,"group D","master's degree",False,16,16
std-160,male,"group C","high school",False,160,160
std-1600,male,"group B","bachelor's degree",False,1600,1600
std-1601,male,"group D","bachelor's degree",True,1601,1601
std-1602,male,"group D","high school",False,1602,1602
std-1603,male,"group C","some high school",False,1603,1603
std-1604,male,"group C","associate's degree",False,1604,1604
std-1605,male,"group E","master's degree",True,1605,1605
std-1606,male,"group E","some college",True,1606,1606
std-1607,male,"group E","associate's degree",False,1607,1607
std-1608,male,"group C","high school",True,1608,1608
std-1609,male,"group C","associate's degree",True,1609,1609
std-161,male,"group C","master's degree",False,161,161
std-1610,male,"group E","some college",False,1610,1610
std-1611,male,"group B","associate's degree",False,1611,1611
std-1612,male,"group D","some high school",False,1612,1612
std-1613,male,"group A","associate's degree",True,1613,1613
std-1614,male,"group C","associate's degree",True,1614,1614
std-1615,male,"group E","associate's degree",False,1615,1615
std-1616,male,"group E","some high school",False,1616,1616
std-1617,male,"group B","bachelor's degree",False,1617,1617
std-1618,male,"group D","associate's degree",False,1618,1618
std-1619,male,"group E","bachelor's degree",False,1619,1619
std-162,male,"group D","some college",False,162,162
std-1620,male,"group B","some college",False,1620,1620
std-1621,male,"group C","associate's degree",True,1621,1621
std-1622,male,"group A","some college",False,1622,1622
std-1623,male,"group D","associate's degree",False,1623,1623
std-1624,male,"group B","bachelor's degree",False,1624,1624
std-1625,male,"group B","bachelor's degree",True,1625,1625
std-1626,male,"group E","bachelor's degree",True,1626,1626
std-1627,male,"group B","associate's degree",False,1627,1627
std-1628,male,"group E","high school",True,1628,1628
std-1629,male,"group C","high school",False,1629,1629
std-163,male,"group E","bachelor's degree",False,163,163
std-1630,male,"group B","high school",False,1630,1630
std-1631,male,"group B","associate's degree",False,1631,1631
std-1632,male,"group D","high school",False,1632,1632
std-1633,male,"group D","high school",True,1633,1633
std-1634,male,"group A","some college",True,1634,1634
std-1635,male,"group C","high school",False,1635,1635
std-1636,male,"group B","bachelor's degree",True,1636,1636
std-1637,male,"group E","some college",True,1637,1637
std-1638,male,"group B","high school",False,1638,1638
std-1639,male,"group E","some college",False,1639,1639
std-164,male,"group A","bachelor's degree",True,164,164
std-1640,male,"group A","high school",False,1640,1640
std-1641,male,"group C","bachelor's degree",False,1641,1641
std-1642,male,"group A","some college",False,1642,1642
std-1643,male,"group B","high school",True,1643,1643
std-1644,male,"group D","some college",True,1644,1644
std-1645,male,"group C","bachelor's degree",True,1645,1645
std-1646,male,"group B","some college",True,1646,1646
std-1647,male,"group D","some college",True,1647,1647
std-1648,male,"group E","high school",False,1648,1648
std-1649,male,"group C","bachelor's degree",False,1649,1649
std-165,male,"group C","some college",True,165,165
std-1650,male,"group C","bachelor's degree",False,1650,1650
std-1651,male,"group D","bachelor's degree",False,1651,1651
std-1652,male,"group E","some high school",False,1652,1652
std-1653,male,"group E","some college",False,1653,1653
std-1654,male,"group D","bachelor's degree",True,1654,1654
std-1655,male,"group B","some college",False,1655,1655
std-1656,male,"group E","associate's degree",False,1656,1656
std-1657,male,"group E","some college",True,1657,1657
std-1658,male,"group C","master's degree",False,1658,1658
std-1659,male,"group D","some college",True,1659,1659
std-166,male,"group C","bachelor's degree",True,166,166
std-1660,male,"group B","bachelor's degree",True,1660,1660
std-1661,male,"group D","bachelor's degree",False,1661,1661
std-1662,male,"group C","some college",True,1662,1662
std-1663,male,"group B","bachelor's degree",False,1663,1663
std-1664,male,"group B","associate's degree",False,1664,1664
std-1665,male,"group D","bachelor's degree",False,1665,1665
std-1666,male,"group C","associate's degree",False,1666,1666
std-1667,male,"group C","associate's degree",False,1667,1667
std-1668,male,"group C","some high school",False,1668,1668
std-1669,male,"group C","bachelor's degree",False,1669,1669
std-167,male,"group D","some college",False,167,167
std-1670,male,"group B","some college",False,1670,1670
std-1671,male,"group B","master's degree",False,1671,1671
std-1672,male,"group D","master's degree",False,1672,1672
std-1673,male,"group B","associate's degree",False,1673,1673
std-1674,male,"group B","associate's degree",False,1674,1674
std-1675,male,"group B","high school",False,1675,1675
std-1676,male,"group C","some college",True,1676,1676
std-1677,male,"group C","high school",True,1677,1677
std-1678,male,"group C","associate's degree",True,1678,1678
std-1679,male,"group C","high school",False,1679,1679
std-168,male,"group A","associate's degree",False,168,168
std-1680,male,"group D","some college",True,1680,1680
std-1681,male,"group D","bachelor's degree",False,1681,1681
std-1682,male,"group C","some college",False,1682,1682
std-1683,male,"group C","high school",False,1683,1683
std-1684,male,"group B","master's degree",False,1684,1684
std-1685,male,"group D","associate's degree",False,1685,1685
std-1686,male,"group C","associate's degree",False,1686,1686
std-1687,male,"group B","some high school",True,1687,1687
std-1688,male,"group B","associate's degree",False,1688,1688
std-1689,male,"group C","some college",True,1689,1689
std-169,male,"group C","high school",False,169,169
std-1690,male,"group C","associate's degree",False,1690,1690
std-1691,male,"group D","some high school",True,1691,1691
std-1692,male,"group D","some high school",True,1692,1692
std-1693,male,"group D","high school",False,1693,1693
std-1694,male,"group A","some college",False,1694,1694
std-1695,male,"group E","bachelor's degree",False,1695,1695
std-1696,male,"group C","bachelor's degree",True,1696,1696
std-1697,male,"group D","high school",False,1697,1697
std-1698,male,"group B","associate's degree",False,1698,1698
std-1699,male,"group D","master's degree",True,1699,1699
std-17,male,"group E","some high school",False,17,17
std-170,male,"group E","bachelor's degree",True,170,170
std-1700,male,"group E","bachelor's degree",False,1700,1700
std-1701,male,"group B","some high school",False,1701,1701
std-1702,male,"group E","master's degree",False,1702,1702
