score_id,roll_no,math_score,reading_score,writing_score,science_score,total_score
872,std-872,97,46,100,82,325
873,std-873,26,86,61,38,211
874,std-874,44,66,60,68,238
875,std-875,21,100,86,66,273
876,std-876,61,96,25,85,267
877,std-877,100,50,64,87,301
878,std-878,51,83,48,77,259
879,std-879,71,78,67,61,277
880,std-880,50,46,52,40,188
881,std-881,72,86,48,63,269
882,std-882,51,87,66,51,255
883,std-883,27,73,73,45,218
884,std-884,66,94,74,67,301
885,std-885,24,78,74,67,243
886,std-886,57,64,82,57,260
887,std-887,12,39,33,64,148
888,std-888,53,56,69,43,221
889,std-889,62,62,72,78,274
890,std-890,39,53,94,79,265
891,std-891,22,76,65,78,241
892,std-892,93,71,88,84,336
893,std-893,36,100,49,100,285
894,std-894,15,47,31,87,180
895,std-895,74,40,52,69,235
896,std-896,50,85,82,88,305
897,std-897,26,75,56,67,224
898,std-898,17,82,57,55,211
899,std-899,46,100,88,95,329
900,std-900,87,92,34,80,293
901,std-901,47,89,72,90,298
902,std-902,46,100,64,51,261
903,std-903,22,41,32,79,174
904,std-904,33,61,51,22,167
905,std-905,46,47,61,85,239
906,std-906,58,58,38,59,213
907,std-907,36,91,90,64,281
908,std-908,11,61,39,58,169
909,std-909,44,98,48,83,273
910,std-910,47,70,41,35,193
911,std-911,51,86,59,83,279
912,std-912,100,60,53,55,268
913,std-913,21,48,33,28,130
914,std-914,69,94,72,80,315
915,std-915,43,90,97,54,284
916,std-916,63,96,79,84,322
917,std-917,85,97,59,26,267
918,std-918,35,85,80,84,284
919,std-919,47,89,98,52,286
920,std-920,14,88,41,56,199
921,std-921,92,56,33,59,240
922,std-922,80,17,83,92,272
923,std-923,59,67,45,97,268
924,std-924,68,85,55,49,257
925,std-925,14,39,85,73,211
926,std-926,72,82,100,71,325
927,std-927,91,95,62,34,282
928,std-928,78,65,43,36,222
929,std-929,33,98,80,66,277
930,std-930,41,57,50,51,199
931,std-931,68,96,86,38,288
932,std-932,15,68,61,67,211
933,std-933,39,40,79,67,225
934,std-934,25,48,43,89,205
935,std-935,58,46,65,75,225
936,std-936,70,71,75,67,298
937,std-937,7,91,73,9,173
938,std-938,57,80,75,67,310
939,std-939,72,60,70,46,268
940,std-940,19,96,86,66,267
941,std-941,55,100,49,96,300
942,std-942,65,85,68,61,279
943,std-943,54,97,83,55,289
944,std-944,72,84,67,100,323
945,std-945,51,100,63,91,305
946,std-946,53,50,55,61,219
947,std-947,29,100,78,37,244
948,std-948,13,75,62,97,247
949,std-949,14,92,48,95,249
950,std-950,67,17,91,82,257
951,std-951,34,49,66,80,229
952,std-952,36,50,64,67,217
953,std-953,52,87,99,84,322
954,std-954,62,79,68,94,303
955,std-955,100,81,78,75,334
956,std-956,99,89,60,100,348
957,std-957,32,86,65,94,277
958,std-958,42,72,88,97,299
959,std-959,65,78,45,73,261
960,std-960,20,53,57,71,201
961,std-961,36,86,100,69,291
962,std-962,43,46,47,57,193
963,std-963,7,70,78,45,200
964,std-964,67,69,61,58,255
965,std-965,76,94,57,66,293
966,std-966,35,51,58,68,212
967,std-967,79,65,97,53,294
968,std-968,41,61,76,46,224
969,std-969,51,39,71,38,199
970,std-970,63,74,66,47,250
971,std-971,25,55,55,63,198
972,std-972,44,81,52,96,273
973,std-973,24,60,71,39,194
974,std-974,31,65,53,78,227
975,std-975,17,45,79,38,179
976,std-976,39,71,31,42,183
977,std-977,94,67,51,47,259
978,std-978,41,83,83,91,298
979,std-979,75,74,73,95,317
980,std-980,33,63,100,95,291
981,std-981,64,94,88,47,293
982,std-982,21,64,36,76,197
983,std-983,7,60,61,56,184
984,std-984,28,75,63,66,232
985,std-985,59,89,88,74,310
986,std-986,66,74,55,47,242
987,std-987,78,62,62,78,280
988,std-988,47,93,95,46,281
989,std-989,24,71,69,63,227
990,std-990,20,85,87,57,249
991,std-991,25,78,62,61,226
992,std-992,46,67,84,46,243
993,std-993,31,80,84,56,251
994,std-994,45,100,38,41,224
995,std-995,38,48,39,32,157
996,std-996,88,99,94,86,367
997,std-997,100,64,48,61,273
998,std-998,45,81,97,82,305
999,std-999,22,57,46,38,163
1000,std-1000,100,36,72,31,239
1001,std-1001,75,90,70,91,326
1002,std-1002,72,89,83,81,325
1003,std-1003,62,100,67,51,280
1004,std-1004,43,87,54,50,234
1005,std-1005,58,95,72,62,287
1006,std-1006,19,69,94,83,265
1007,std-1007,54,87,93,55,289
1008,std-1008,15,74,69,41,199
1009,std-1009,87,50,80,47,264
1010,std-1010,16,60,59,71,206
1011,std-1011,56,67,100,81,304
1012,std-1012,68,74,58,93,293
1013,std-1013,92,57,92,46,287
1014,std-1014,48,32,57,93,230
1015,std-1015,27,100,83,89,299
1016,std-1016,32,67,32,37,168
1017,std-1017,51,70,82,78,281
1018,std-1018,30,68,100,89,287
1019,std-1019,26,82,49,46,203
1020,std-1020,53,82,72,34,241
1021,std-1021,49,98,80,77,304
1022,std-1022,76,82,100,61,319
1023,std-1023,44,69,80,40,233
1024,std-1024,26,58,48,49,181
1025,std-1025,51,69,87,34,241
1026,std-1026,31,40,67,31,169
1027,std-1027,58,53,24,49,184
1028,std-1028,63,58,60,84,265
1029,std-1029,47,95,89,89,320
1030,std-1030,38,36,64,57,195
1031,std-1031,70,82,70,57,279
1032,std-1032,100,71,72,89,332
1033,std-1033,29,55,100,62,246
1034,std-1034,62,69,68,49,248
1035,std-1035,69,74,46,51,240
1036,std-1036,46,68,94,64,272
1037,std-1037,57,72,90,35,254
1038,std-1038,64,78,29,38,209
1039,std-1039,78,49,93,83,303
1040,std-1040,38,70,66,65,239
1041,std-1041,33,77,88,72,270
1042,std-1042,56,99,69,64,288
1043,std-1043,57,78,73,92,300
1044,std-1044,32,47,48,55,182
1045,std-1045,98,89,76,71,334
1046,std-1046,22,22,52,100,196
1047,std-1047,15,94,56,35,200
1048,std-1048,34,59,37,39,169
1049,std-1049,69,97,69,86,321
1050,std-1050,48,86,84,54,272
1051,std-1051,9,100,48,42,199
1052,std-1052,34,72,57,85,248
1053,std-1053,92,90,72,79,333
1054,std-1054,58,44,57,81,240
1055,std-1055,27,90,39,65,221
1056,std-1056,29,24,55,92,200
1057,std-1057,75,56,48,88,267
1058,std-1058,32,56,79,100,267
1059,std-1059,21,75,61,9,166
1060,std-1060,23,100,56,80,259
1061,std-1061,36,38,89,48,211
1062,std-1062,59,70,76,93,298
1063,std-1063,58,64,27,64,213
1064,std-1064,43,78,67,37,225
1065,std-1065,84,100,24,24,232
1066,std-1066,52,50,65,52,219
1067,std-1067,23,66,52,42,183
1068,std-1068,38,31,93,72,234
1069,std-1069,46,60,56,54,216
1070,std-1070,81,76,83,71,311
1071,std-1071,92,59,83,71,305
1072,std-1072,65,52,90,87,294
1073,std-1073,44,50,96,19,209
1074,std-1074,80,62,45,40,227
1075,std-1075,29,100,87,93,309
1076,std-1076,57,93,60,84,294
1077,std-1077,78,71,37,42,228
1078,std-1078,75,87,95,82,339
1079,std-1079,47,85,60,71,263
1080,std-1080,28,88,71,47,234
1081,std-1081,71,83,74,68,296
1082,std-1082,33,50,68,39,190
1083,std-1083,67,84,58,64,273
1084,std-1084,26,94,60,72,252
1085,std-1085,34,47,51,79,211
1086,std-1086,42,74,63,95,274
1087,std-1087,32,87,80,87,286
1088,std-1088,70,73,31,62,236
1089,std-1089,88,73,33,81,275
1090,std-1090,64,100,50,100,314
1091,std-1091,90,68,100,51,309
1092,std-1092,59,61,69,96,285
1093,std-1093,61,97,75,79,312
1094,std-1094,39,80,67,71,257
1095,std-1095,82,100,65,63,310
1096,std-1096,29,100,90,78,297
1097,std-1097,67,92,70,35,264
1098,std-1098,30,71,10,89,200
1099,std-1099,44,60,89,74,267
1100,std-1100,28,84,78,42,232
1101,std-1101,64,47,98,51,260
1102,std-1102,95,58,44,38,235
1103,std-1103,39,79,63,33,214
1104,std-1104,61,90,65,59,275
1105,std-1105,43,100,35,35,213
1106,std-1106,89,75,85,60,309
1107,std-1107,61,55,61,66,243
1108,std-1108,81,100,86,81,348
1109,std-1109,45,67,67,35,214
1110,std-1110,92,81,82,56,311
1111,std-1111,53,88,69,57,267
1112,std-1112,33,58,62,68,221
1113,std-1113,42,81,98,99,320
1114,std-1114,77,43,74,51,245
1115,std-1115,77,93,44,88,302
1116,std-1116,50,68,76,50,244
1117,std-1117,76,80,66,91,313
1118,std-1118,44,90,79,55,268
1119,std-1119,69,30,26,49,174
1120,std-1120,100,50,92,43,285
1121,std-1121,33,49,100,60,242
1122,std-1122,100,96,52,78,326
1123,std-1123,20,82,29,64,195
1124,std-1124,25,70,93,81,269
1125,std-1125,82,60,62,67,271
1126,std-1126,45,52,56,69,222
1127,std-1127,18,90,34,62,204
1128,std-1128,62,86,95,88,331
1129,std-1129,11,81,85,45,222
1130,std-1130,76,17,20,58,171
1131,std-1131,88,24,83,59,254
1132,std-1132,27,89,35,61,212
1133,std-1133,59,77,66,60,262
1134,std-1134,41,83,44,86,254
1135,std-1135,94,96,63,76,329
1136,std-1136,86,19,65,41,211
1137,std-1137,67,77,42,97,283
1138,std-1138,66,63,60,43,232
1139,std-1139,71,66,54,62,253
1140,std-1140,60,71,45,51,227
1141,std-1141,57,77,79,65,278
1142,std-1142,44,100,65,56,265
1143,std-1143,58,94,33,87,272
1144,std-1144,35,62,58,73,228
1145,std-1145,71,61,100,84,316
1146,std-1146,71,59,62,40,232
1147,std-1147,18,91,69,59,237
1148,std-1148,51,71,57,54,233
1149,std-1149,63,98,57,70,288
1150,std-1150,81,100,66,90,337
1151,std-1151,50,76,42,75,243
1152,std-1152,39,64,50,45,198
1153,std-1153,50,87,70,48,255
1154,std-1154,18,79,32,52,181
1155,std-1155,82,36,74,55,247
1156,std-1156,59,43,59,74,235
1157,std-1157,69,86,74,43,272
1158,std-1158,39,92,53,100,284
1159,std-1159,63,65,33,59,220
1160,std-1160,22,34,50,55,161
1161,std-1161,16,55,46,74,191
1162,std-1162,80,25,53,47,205
1163,std-1163,67,67,47,34,215
1164,std-1164,47,55,77,45,224
1165,std-1165,44,75,83,98,300
1166,std-1166,56,100,71,100,327
1167,std-1167,14,60,70,100,244
1168,std-1168,68,98,70,76,312
1169,std-1169,45,42,67,19,173
1170,std-1170,61,61,51,65,238
1171,std-1171,56,56,85,67,264
1172,std-1172,94,74,100,52,320
1173,std-1173,87,64,75,33,259
1174,std-1174,31,72,47,58,208
1175,std-1175,67,71,60,35,233
1176,std-1176,40,87,48,73,248
1177,std-1177,27,78,100,100,305
1178,std-1178,53,61,68,39,221
1179,std-1179,33,61,75,48,217
1180,std-1180,44,78,58,83,263
1181,std-1181,0,72,45,87,204
1182,std-1182,45,53,69,77,244
1183,std-1183,81,67,65,65,278
1184,std-1184,23,59,65,9,156
1185,std-1185,35,96,45,72,248
1186,std-1186,70,68,68,44,250
1187,std-1187,58,96,59,9,222
1188,std-1188,35,100,100,81,316
1189,std-1189,43,38,52,75,208
1190,std-1190,20,49,82,32,183
1191,std-1191,20,78,100,48,246
1192,std-1192,21,87,53,71,232
1193,std-1193,73,54,56,96,279
1194,std-1194,82,97,53,70,302
1195,std-1195,57,65,64,17,203
1196,std-1196,36,61,35,49,181
1197,std-1197,44,86,74,91,295
1198,std-1198,34,79,68,63,244
1199,std-1199,57,35,93,64,249
1200,std-1200,44,73,56,96,269
1201,std-1201,50,83,90,69,292
1202,std-1202,61,78,62,89,290
1203,std-1203,59,59,76,57,251
1204,std-1204,20,69,45,99,233
1205,std-1205,53,94,79,76,302
1206,std-1206,76,100,54,90,320
1207,std-1207,35,59,40,50,184
1208,std-1208,99,93,84,100,376
1209,std-1209,36,83,48,66,233
1210,std-1210,44,57,82,63,246
1211,std-1211,20,61,10,19,110
1212,std-1212,37,63,52,94,246
1213,std-1213,39,63,60,87,249
1214,std-1214,59,86,98,79,322
1215,std-1215,38,17,75,30,160
1216,std-1216,43,76,83,100,302
1217,std-1217,55,26,53,69,203
1218,std-1218,18,67,57,89,231
1219,std-1219,54,92,56,37,239
1220,std-1220,35,72,77,77,261
1221,std-1221,100,57,67,64,288
1222,std-1222,62,71,62,85,280
1223,std-1223,42,58,71,45,216
1224,std-1224,12,87,31,87,217
1225,std-1225,75,93,89,100,357
1226,std-1226,62,72,23,62,219
1227,std-1227,10,100,73,47,230
1228,std-1228,64,66,64,46,240
1229,std-1229,34,23,55,84,196
1230,std-1230,61,71,55,100,287
1231,std-1231,60,89,79,69,297
1232,std-1232,42,61,96,52,251
1233,std-1233,24,60,66,38,188
1234,std-1234,57,58,93,86,294
1235,std-1235,14,89,73,69,245
1236,std-1236,10,92,63,45,210
1237,std-1237,67,83,96,40,286
1238,std-1238,64,66,86,82,298
1239,std-1239,77,100,53,100,330
1240,std-1240,16,64,71,26,177
1241,std-1241,57,48,81,79,265
1242,std-1242,61,76,85,96,318
1243,std-1243,42,35,43,62,182
1244,std-1244,15,62,78,87,242
1245,std-1245,88,55,82,57,282
1246,std-1246,30,89,59,87,265
1247,std-1247,35,94,52,82,263
1248,std-1248,67,87,47,47,248
1249,std-1249,38,99,83,98,318
1250,std-1250,51,57,86,39,233
1251,std-1251,13,69,35,30,147
1252,std-1252,28,78,49,37,192
1253,std-1253,67,39,71,97,274
1254,std-1254,35,94,59,91,279
1255,std-1255,75,86,54,35,250
1256,std-1256,61,49,86,34,230
1257,std-1257,38,69,76,69,252
1258,std-1258,11,93,69,42,215
1259,std-1259,41,98,57,23,219
1260,std-1260,62,51,72,65,250
1261,std-1261,72,34,75,66,247
1262,std-1262,29,100,66,55,250
1263,std-1263,59,65,64,65,253
1264,std-1264,66,100,64,71,301
1265,std-1265,61,47,67,62,237
1266,std-1266,48,60,69,9,186
1267,std-1267,83,91,52,33,259
1268,std-1268,64,60,49,42,215
1269,std-1269,22,89,65,26,202
1270,std-1270,91,82,60,54,287
1271,std-1271,78,65,84,58,285
1272,std-1272,32,40,100,90,262
1273,std-1273,30,99,76,52,257
1274,std-1274,36,52,82,82,252
1275,std-1275,28,49,73,67,217
1276,std-1276,49,60,70,71,250
1277,std-1277,23,53,65,54,195
1278,std-1278,28,48,91,56,223
1279,std-1279,18,92,60,54,224
1280,std-1280,79,36,76,50,241
1281,std-1281,49,74,85,74,282
1282,std-1282,31,52,87,80,250
1283,std-1283,100,72,66,34,272
1284,std-1284,57,28,63,39,187
1285,std-1285,83,64,41,81,269
1286,std-1286,79,89,79,90,337
1287,std-1287,50,61,100,64,275
1288,std-1288,53,63,81,38,235
1289,std-1289,45,100,71,98,314
1290,std-1290,66,70,35,64,235
1291,std-1291,78,54,52,66,250
1292,std-1292,30,71,72,9,182
1293,std-1293,50,88,72,31,241
1294,std-1294,38,74,60,100,272
1295,std-1295,40,38,87,56,221
1296,std-1296,47,35,57,45,184
1297,std-1297,26,94,79,99,298
1298,std-1298,36,95,55,41,227
1299,std-1299,57,100,62,76,295
1300,std-1300,15,64,42,88,209
1301,std-1301,26,66,84,49,225
1302,std-1302,31,55,79,55,220
1303,std-1303,49,88,100,71,308
1304,std-1304,59,58,85,100,302
1305,std-1305,0,50,64,56,170
1306,std-1306,78,19,66,37,200
1307,std-1307,25,68,32,62,187
1308,std-1308,81,86,62,97,326
1309,std-1309,86,77,89,67,319
1310,std-1310,47,86,74,78,285
1311,std-1311,98,68,89,57,312
1312,std-1312,33,48,49,73,203
1313,std-1313,76,100,87,40,303
1314,std-1314,73,84,100,48,305
1315,std-1315,85,79,87,57,308
1316,std-1316,57,51,62,68,238
1317,std-1317,15,42,37,66,160
1318,std-1318,93,91,64,27,275
1319,std-1319,18,67,56,35,176
1320,std-1320,37,78,46,9,170
1321,std-1321,29,51,38,9,127
1322,std-1322,31,86,63,48,228
1323,std-1323,37,50,77,64,228
1324,std-1324,37,100,61,94,292
1325,std-1325,78,82,85,63,308
1326,std-1326,38,82,100,96,316
1327,std-1327,38,88,95,92,313
1328,std-1328,45,47,64,61,217
1329,std-1329,45,67,85,61,258
1330,std-1330,58,56,53,37,205
1331,std-1331,69,71,93,53,294
1332,std-1332,66,47,73,60,216
1333,std-1333,28,78,42,67,229
1334,std-1334,100,55,89,41,285
1335,std-1335,31,58,81,66,268
1336,std-1336,36,79,55,91,261
1337,std-1337,16,40,49,64,169
1338,std-1338,98,47,48,37,230
1339,std-1339,27,38,74,99,238
1340,std-1340,9,58,64,50,181
1341,std-1341,30,87,76,68,261
1342,std-1342,69,56,80,72,277
1343,std-1343,35,59,69,100,263
1344,std-1344,61,97,68,100,326
1345,std-1345,68,59,98,95,320
1346,std-1346,83,44,55,71,253
1347,std-1347,57,100,46,81,284
1348,std-1348,39,87,65,64,255
1349,std-1349,29,89,61,100,279
1350,std-1350,83,92,54,76,305
1351,std-1351,13,60,40,69,182
1352,std-1352,51,57,68,41,217
1353,std-1353,68,74,58,79,279
1354,std-1354,56,72,76,59,263
1355,std-1355,57,85,87,74,303
1356,std-1356,30,98,91,94,313
1357,std-1357,54,52,55,38,199
1358,std-1358,44,74,68,41,227
1359,std-1359,33,81,34,53,201
1360,std-1360,84,62,85,62,293
1361,std-1361,79,68,81,85,313
1362,std-1362,53,40,35,86,214
1363,std-1363,29,73,72,86,260
1364,std-1364,51,69,72,63,255
1365,std-1365,98,43,56,69,266
1366,std-1366,64,69,72,44,249
1367,std-1367,21,92,72,80,265
1368,std-1368,64,70,59,67,260
1369,std-1369,55,78,100,72,305
1370,std-1370,29,80,96,90,295
1371,std-1371,65,30,31,43,169
1372,std-1372,33,66,64,92,255
1373,std-1373,39,45,52,58,194
1374,std-1374,85,43,96,80,304
1375,std-1375,75,51,35,9,170
1376,std-1376,79,73,76,62,290
1377,std-1377,39,92,76,55,262
1378,std-1378,36,78,38,9,161
1379,std-1379,24,100,66,36,226
1380,std-1380,32,100,66,72,270
1381,std-1381,54,71,48,69,242
1382,std-1382,32,98,59,48,237
1383,std-1383,33,76,45,49,203
1384,std-1384,81,95,90,76,342
1385,std-1385,59,100,69,57,285
1386,std-1386,63,88,63,60,274
1387,std-1387,19,79,54,52,204
1388,std-1388,43,70,40,68,221
1389,std-1389,48,46,49,25,168
1390,std-1390,34,86,75,48,243
1391,std-1391,88,50,59,91,288
1392,std-1392,59,98,63,61,281
1393,std-1393,48,79,96,24,247
1394,std-1394,75,83,100,71,329
1395,std-1395,60,84,72,74,290
1396,std-1396,53,17,62,62,194
1397,std-1397,37,48,54,54,193
1398,std-1398,78,59,45,39,221
1399,std-1399,50,99,62,76,287
1400,std-1400,56,52,28,89,225
1401,std-1401,40,48,38,68,194
1402,std-1402,51,40,65,70,226
1403,std-1403,25,34,61,84,204
1404,std-1404,14,62,50,55,181
1405,std-1405,56,73,76,60,265
1406,std-1406,34,65,83,81,263
1407,std-1407,87,80,70,21,258
1408,std-1408,29,92,27,39,187
1409,std-1409,30,88,66,100,284
1410,std-1410,86,45,40,72,243
1411,std-1411,64,44,79,93,280
1412,std-1412,48,43,27,91,209
1413,std-1413,71,41,79,54,245
1414,std-1414,29,76,50,61,216
1415,std-1415,51,67,82,68,268
1416,std-1416,24,40,35,27,126
1417,std-1417,68,79,68,100,315
1418,std-1418,70,91,35,64,260
1419,std-1419,100,83,82,60,325
1420,std-1420,70,57,56,85,268
1421,std-1421,70,93,65,77,305
1422,std-1422,83,100,71,82,336
1423,std-1423,34,54,100,71,259
1424,std-1424,40,84,61,9,194
1425,std-1425,29,66,67,44,206
1426,std-1426,93,72,60,68,293
1427,std-1427,56,63,78,54,251
1428,std-1428,70,77,63,71,281
1429,std-1429,89,87,41,100,317
1430,std-1430,33,93,59,77,262
1431,std-1431,43,44,39,76,202
1432,std-1432,56,100,85,61,302
1433,std-1433,97,67,88,93,345
1434,std-1434,53,55,61,91,260
1435,std-1435,80,74,63,65,282
1436,std-1436,96,17,59,54,226
1437,std-1437,77,80,61,83,301
1438,std-1438,26,47,36,54,163
1439,std-1439,37,60,78,46,221
1440,std-1440,67,82,42,44,235
1441,std-1441,79,86,62,45,272
1442,std-1442,24,60,63,61,208
1443,std-1443,80,94,61,38,273
1444,std-1444,8,35,54,47,144
1445,std-1445,38,91,61,35,225
1446,std-1446,50,47,85,34,216
1447,std-1447,89,40,10,76,215
1448,std-1448,49,75,81,51,256
1449,std-1449,29,100,26,36,191
1450,std-1450,96,73,95,91,355
1451,std-1451,71,91,90,43,295
1452,std-1452,41,63,87,57,248
1453,std-1453,44,96,78,41,259
1454,std-1454,72,84,66,38,260
1455,std-1455,85,92,100,71,348
1456,std-1456,40,58,66,78,242
1457,std-1457,53,67,100,55,275
1458,std-1458,73,53,62,49,237
1459,std-1459,11,87,81,67,246
1460,std-1460,37,66,54,34,191
1461,std-1461,0,82,84,34,200
1462,std-1462,76,56,81,86,299
1463,std-1463,100,63,75,47,285
1464,std-1464,93,46,51,57,247
1465,std-1465,99,92,92,83,366
1466,std-1466,37,100,71,52,260
1467,std-1467,94,17,39,53,203
1468,std-1468,53,96,91,54,294
1469,std-1469,23,70,89,97,279
1470,std-1470,56,70,81,84,291
1471,std-1471,40,69,84,61,254
1472,std-1472,45,66,92,53,256
1473,std-1473,52,90,69,96,307
1474,std-1474,100,90,68,77,335
1475,std-1475,73,88,68,91,320
1476,std-1476,44,93,73,27,237
1477,std-1477,29,79,100,89,297
1478,std-1478,79,36,96,96,307
1479,std-1479,48,51,16,53,168
1480,std-1480,77,80,43,90,290
1481,std-1481,62,96,80,99,337
1482,std-1482,21,63,88,89,261
1483,std-1483,51,63,99,66,279
1484,std-1484,100,87,57,92,336
1485,std-1485,59,72,87,42,260
1486,std-1486,78,82,38,86,284
1487,std-1487,25,77,23,72,197
1488,std-1488,58,80,82,74,294
1489,std-1489,88,76,99,29,292
1490,std-1490,51,55,56,58,220
1491,std-1491,26,61,53,42,182
1492,std-1492,41,97,61,56,255
1493,std-1493,37,78,55,51,221
1494,std-1494,56,86,32,66,240
1495,std-1495,86,73,55,75,289
1496,std-1496,64,51,27,48,190
1497,std-1497,61,88,50,85,284
1498,std-1498,59,85,83,51,278
1499,std-1499,11,100,58,51,220
1500,std-1500,41,55,68,47,211
1501,std-1501,46,60,77,91,274
1502,std-1502,17,78,61,39,195
1503,std-1503,28,100,88,55,271
1504,std-1504,32,77,70,82,261
1505,std-1505,64,65,31,86,246
1506,std-1506,10,28,69,76,183
1507,std-1507,44,100,28,60,232
1508,std-1508,72,79,11,47,209
1509,std-1509,38,92,53,49,232
1510,std-1510,14,77,95,70,256
1511,std-1511,83,47,72,81,283
1512,std-1512,7,38,39,42,126
1513,std-1513,59,100,59,45,263
1514,std-1514,49,100,59,70,278
1515,std-1515,80,95,89,35,299
1516,std-1516,100,68,82,62,312
1517,std-1517,80,51,69,47,247
1518,std-1518,39,52,43,56,190
1519,std-1519,56,62,79,73,270
1520,std-1520,75,75,89,62,301
1521,std-1521,100,99,37,58,294
1522,std-1522,58,69,64,62,253
1523,std-1523,39,17,55,83,194
1524,std-1524,42,90,65,81,278
1525,std-1525,78,71,63,87,299
1526,std-1526,90,58,60,58,266
1527,std-1527,48,59,64,34,205
1528,std-1528,25,67,54,58,204
1529,std-1529,76,95,75,61,307
1530,std-1530,32,100,77,100,309
1531,std-1531,18,55,70,51,194
1532,std-1532,45,59,68,60,232
1533,std-1533,68,90,65,85,308
1534,std-1534,69,84,25,72,250
1535,std-1535,15,74,59,30,178
1536,std-1536,39,77,63,59,238
1537,std-1537,57,62,92,68,279
1538,std-1538,65,53,64,43,225
1539,std-1539,44,18,51,41,154
1540,std-1540,38,79,94,100,311
1541,std-1541,83,66,90,48,287
1542,std-1542,63,53,70,88,274
1543,std-1543,52,100,85,98,335
1544,std-1544,37,74,67,63,241
1545,std-1545,47,58,49,59,213
1546,std-1546,15,57,65,44,181
1547,std-1547,65,18,56,80,219
1548,std-1548,69,61,33,51,214
1549,std-1549,65,71,84,88,308
1550,std-1550,58,83,88,65,294
1551,std-1551,24,63,50,92,229
1552,std-1552,73,88,95,100,356
1553,std-1553,58,89,39,54,240
1554,std-1554,55,100,59,44,258
1555,std-1555,42,94,85,72,293
1556,std-1556,95,83,68,89,335
1557,std-1557,38,61,57,50,206
1558,std-1558,54,68,33,91,246
1559,std-1559,54,100,62,76,292
1560,std-1560,75,84,96,82,337
1561,std-1561,59,83,89,71,302
1562,std-1562,67,60,38,73,238
1563,std-1563,60,65,50,93,268
1564,std-1564,31,66,66,65,228
