grade_id,roll_no,math_grade,reading_grade,writing_grade,science_grade,overall_grade
871,std-871,F,F,D,F,D
872,std-872,A,F,A,B,A
873,std-873,F,B,D,F,C
874,std-874,F,D,F,D,C
875,std-875,F,A,B,D,B
876,std-876,D,A,F,B,B
877,std-877,A,F,D,B,B
878,std-878,F,B,F,C,B
879,std-879,C,C,D,D,B
880,std-880,F,F,F,F,D
881,std-881,C,B,F,D,B
882,std-882,F,B,D,F,B
883,std-883,F,C,C,F,C
884,std-884,D,A,C,D,B
885,std-885,F,C,C,D,C
886,std-886,F,D,B,F,B
887,std-887,F,F,F,D,F
888,std-888,F,F,D,F,C
889,std-889,D,D,C,C,B
890,std-890,F,F,A,C,B
891,std-891,F,C,D,C,C
892,std-892,A,C,B,B,A
893,std-893,F,A,F,A,B
894,std-894,F,F,F,B,D
895,std-895,C,F,F,D,C
896,std-896,F,B,B,B,B
897,std-897,F,C,F,D,C
898,std-898,F,B,F,F,C
899,std-899,F,A,B,A,A
900,std-900,B,A,F,C,B
901,std-901,F,B,C,B,B
902,std-902,F,A,D,F,B
903,std-903,F,F,F,C,D
904,std-904,F,D,F,F,D
905,std-905,F,F,D,B,C
906,std-906,F,F,F,F,C
907,std-907,F,A,B,D,B
908,std-908,F,D,F,F,D
909,std-909,F,A,F,B,B
910,std-910,F,D,F,F,D
911,std-911,F,B,F,B,B
912,std-912,A,F,F,F,B
913,std-913,F,F,F,F,F
914,std-914,D,A,C,C,B
915,std-915,F,B,A,F,B
916,std-916,D,A,C,B,A
917,std-917,B,A,F,F,B
918,std-918,F,B,C,B,B
919,std-919,F,B,A,F,B
920,std-920,F,B,F,F,D
921,std-921,A,F,F,F,C
922,std-922,C,F,B,A,B
923,std-923,F,D,F,A,B
924,std-924,D,B,F,F,B
925,std-925,F,F,B,C,C
926,std-926,C,B,A,C,A
927,std-927,A,A,D,F,B
928,std-928,C,D,F,F,C
929,std-929,F,A,C,D,B
930,std-930,F,F,F,F,D
931,std-931,D,A,B,F,B
932,std-932,F,D,D,D,C
933,std-933,F,F,C,D,C
934,std-934,F,F,F,B,C
935,std-935,F,F,D,C,C
936,std-936,D,C,C,D,B
937,std-937,F,A,C,F,D
938,std-938,F,C,C,D,B
939,std-939,C,F,D,F,C
940,std-940,F,A,B,D,B
941,std-941,F,A,F,A,B
942,std-942,D,B,D,D,B
943,std-943,F,A,B,F,B
944,std-944,C,B,D,A,A
945,std-945,F,A,D,A,B
946,std-946,F,F,F,D,C
947,std-947,F,A,C,F,C
948,std-948,F,C,D,A,C
949,std-949,F,A,F,A,C
950,std-950,D,F,A,B,B
951,std-951,F,F,D,C,C
952,std-952,F,F,D,D,C
953,std-953,F,B,A,B,A
954,std-954,D,C,D,A,B
955,std-955,A,B,C,C,A
956,std-956,A,B,F,A,A
957,std-957,F,B,D,A,B
958,std-958,F,C,B,A,B
959,std-959,D,C,F,C,B
960,std-960,F,F,F,C,C
961,std-961,F,B,A,D,B
962,std-962,F,F,F,F,D
963,std-963,F,D,C,F,C
964,std-964,D,D,D,F,B
965,std-965,C,A,F,D,B
966,std-966,F,F,F,D,C
967,std-967,C,D,A,F,B
968,std-968,F,D,C,F,C
969,std-969,F,F,C,F,D
970,std-970,D,C,D,F,B
971,std-971,F,F,F,D,D
972,std-972,F,B,F,A,B
973,std-973,F,F,C,F,D
974,std-974,F,D,F,C,C
975,std-975,F,F,C,F,D
976,std-976,F,C,F,F,D
977,std-977,A,D,F,F,B
978,std-978,F,B,B,A,B
979,std-979,C,C,C,A,B
980,std-980,F,D,A,A,B
981,std-981,D,A,B,F,B
982,std-982,F,D,F,C,D
983,std-983,F,F,D,F,D
984,std-984,F,C,D,D,C
985,std-985,F,B,B,C,B
986,std-986,D,C,F,F,C
987,std-987,C,D,D,C,B
988,std-988,F,A,A,F,B
989,std-989,F,C,D,D,C
990,std-990,F,B,B,F,C
991,std-991,F,C,D,D,C
992,std-992,F,D,B,F,C
993,std-993,F,C,B,F,B
994,std-994,F,A,F,F,C
995,std-995,F,F,F,F,D
996,std-996,B,A,A,B,A
997,std-997,A,D,F,D,B
998,std-998,F,B,A,B,B
999,std-999,F,F,F,F,D
1000,std-1000,A,F,C,F,C
1001,std-1001,C,B,D,A,A
1002,std-1002,C,B,B,B,A
1003,std-1003,D,A,D,F,B
1004,std-1004,F,B,F,F,C
1005,std-1005,F,A,C,D,B
1006,std-1006,F,D,A,B,B
1007,std-1007,F,B,A,F,B
1008,std-1008,F,C,D,F,D
1009,std-1009,B,F,C,F,B
1010,std-1010,F,F,F,C,C
1011,std-1011,F,D,A,B,B
1012,std-1012,D,C,F,A,B
1013,std-1013,A,F,A,F,B
1014,std-1014,F,F,F,A,C
1015,std-1015,F,A,B,B,B
1016,std-1016,F,D,F,F,D
1017,std-1017,F,D,B,C,B
1018,std-1018,F,D,A,B,B
1019,std-1019,F,B,F,F,C
1020,std-1020,F,B,C,F,C
1021,std-1021,F,A,C,C,B
1022,std-1022,C,B,A,D,B
1023,std-1023,F,D,C,F,C
1024,std-1024,F,F,F,F,D
1025,std-1025,F,D,B,F,C
1026,std-1026,F,F,D,F,D
1027,std-1027,F,F,F,F,D
1028,std-1028,D,F,F,B,B
1029,std-1029,F,A,B,B,A
1030,std-1030,F,F,D,F,D
1031,std-1031,D,B,D,F,B
1032,std-1032,A,C,C,B,A
1033,std-1033,F,F,A,D,C
1034,std-1034,D,D,D,F,C
1035,std-1035,D,C,F,F,C
1036,std-1036,F,D,A,D,B
1037,std-1037,F,C,B,F,B
1038,std-1038,D,C,F,F,C
1039,std-1039,C,F,A,B,B
1040,std-1040,F,D,D,D,C
1041,std-1041,F,C,B,C,B
1042,std-1042,F,A,D,D,B
1043,std-1043,F,C,C,A,B
1044,std-1044,F,F,F,F,D
1045,std-1045,A,B,C,C,A
1046,std-1046,F,F,F,A,D
1047,std-1047,F,A,F,F,C
1048,std-1048,F,F,F,F,D
1049,std-1049,D,A,D,B,A
1050,std-1050,F,B,B,F,B
1051,std-1051,F,A,F,F,D
1052,std-1052,F,C,F,B,C
1053,std-1053,A,B,C,C,A
1054,std-1054,F,F,F,B,C
1055,std-1055,F,B,F,D,C
1056,std-1056,F,F,F,A,C
1057,std-1057,C,F,F,B,B
1058,std-1058,F,F,C,A,B
1059,std-1059,F,C,D,F,D
1060,std-1060,F,A,F,C,B
1061,std-1061,F,F,B,F,C
1062,std-1062,F,D,C,A,B
1063,std-1063,F,D,F,D,C
1064,std-1064,F,C,D,F,C
1065,std-1065,B,A,F,F,C
1066,std-1066,F,F,D,F,C
1067,std-1067,F,D,F,F,D
1068,std-1068,F,F,A,C,C
1069,std-1069,F,F,F,F,C
1070,std-1070,B,C,B,C,B
1071,std-1071,A,F,B,C,B
1072,std-1072,D,F,B,B,B
1073,std-1073,F,F,A,F,C
1074,std-1074,C,D,F,F,C
1075,std-1075,F,A,B,A,B
1076,std-1076,F,A,F,B,B
1077,std-1077,C,C,F,F,C
1078,std-1078,C,B,A,B,A
1079,std-1079,F,B,F,C,B
1080,std-1080,F,B,C,F,C
1081,std-1081,C,B,C,D,B
1082,std-1082,F,F,D,F,D
1083,std-1083,D,B,F,D,B
1084,std-1084,F,A,F,C,B
1085,std-1085,F,F,F,C,C
1086,std-1086,F,C,D,A,B
1087,std-1087,F,B,C,B,B
1088,std-1088,D,C,F,D,C
1089,std-1089,B,C,F,B,B
1090,std-1090,D,A,F,A,B
1091,std-1091,B,D,A,F,B
1092,std-1092,F,D,D,A,B
1093,std-1093,D,A,C,C,B
1094,std-1094,F,C,D,C,B
1095,std-1095,B,A,D,D,B
1096,std-1096,F,A,B,C,B
1097,std-1097,D,A,D,F,B
1098,std-1098,F,C,F,B,C
1099,std-1099,F,F,B,C,B
1100,std-1100,F,B,C,F,C
1101,std-1101,D,F,A,F,B
1102,std-1102,A,F,F,F,C
1103,std-1103,F,C,D,F,C
1104,std-1104,D,B,D,F,B
1105,std-1105,F,A,F,F,C
1106,std-1106,B,C,B,F,B
1107,std-1107,D,F,D,D,C
1108,std-1108,B,A,B,B,A
1109,std-1109,F,D,D,F,C
1110,std-1110,A,B,B,F,B
1111,std-1111,F,B,D,F,B
1112,std-1112,F,F,D,D,C
1113,std-1113,F,B,A,A,A
1114,std-1114,C,F,C,F,C
1115,std-1115,C,A,F,B,B
1116,std-1116,F,D,C,F,C
1117,std-1117,C,C,D,A,B
1118,std-1118,F,B,C,F,B
1119,std-1119,D,F,F,F,D
1120,std-1120,A,F,A,F,B
1121,std-1121,F,F,A,F,C
1122,std-1122,A,A,F,C,A
1123,std-1123,F,B,F,D,D
1124,std-1124,F,D,A,B,B
1125,std-1125,B,F,D,D,B
1126,std-1126,F,F,F,D,C
1127,std-1127,F,B,F,D,C
1128,std-1128,D,B,A,B,A
1129,std-1129,F,B,B,F,C
1130,std-1130,C,F,F,F,D
1131,std-1131,B,F,B,F,B
1132,std-1132,F,B,F,D,C
1133,std-1133,F,C,D,F,B
1134,std-1134,F,B,F,B,B
1135,std-1135,A,A,D,C,A
1136,std-1136,B,F,D,F,C
1137,std-1137,D,C,F,A,B
1138,std-1138,D,D,F,F,C
1139,std-1139,C,D,F,D,B
1140,std-1140,F,C,F,F,C
1141,std-1141,F,C,C,D,B
1142,std-1142,F,A,D,F,B
1143,std-1143,F,A,F,B,B
1144,std-1144,F,D,F,C,C
1145,std-1145,C,D,A,B,B
1146,std-1146,C,F,D,F,C
1147,std-1147,F,A,D,F,C
1148,std-1148,F,C,F,F,C
1149,std-1149,D,A,F,D,B
1150,std-1150,B,A,D,B,A
1151,std-1151,F,C,F,C,C
1152,std-1152,F,D,F,F,D
1153,std-1153,F,B,D,F,B
1154,std-1154,F,C,F,F,D
1155,std-1155,B,F,C,F,C
1156,std-1156,F,F,F,C,C
1157,std-1157,D,B,C,F,B
1158,std-1158,F,A,F,A,B
1159,std-1159,D,D,F,F,C
1160,std-1160,F,F,F,F,D
1161,std-1161,F,F,F,C,D
1162,std-1162,C,F,F,F,C
1163,std-1163,D,D,F,F,C
1164,std-1164,F,F,C,F,C
1165,std-1165,F,C,B,A,B
1166,std-1166,F,A,C,A,A
1167,std-1167,F,F,D,A,C
1168,std-1168,D,A,D,C,B
1169,std-1169,F,F,D,F,D
1170,std-1170,D,D,F,D,C
1171,std-1171,F,F,B,D,B
1172,std-1172,A,C,A,F,A
1173,std-1173,B,D,C,F,B
1174,std-1174,F,C,F,F,C
1175,std-1175,D,C,F,F,C
1176,std-1176,F,B,F,C,C
1177,std-1177,F,C,A,A,B
1178,std-1178,F,D,D,F,C
1179,std-1179,F,D,C,F,C
1180,std-1180,F,C,F,B,B
1181,std-1181,F,C,F,B,C
1182,std-1182,F,F,D,C,C
1183,std-1183,B,D,D,D,B
1184,std-1184,F,F,D,F,D
1185,std-1185,F,A,F,C,C
1186,std-1186,D,D,D,F,B
1187,std-1187,F,A,F,F,C
1188,std-1188,F,A,A,B,B
1189,std-1189,F,F,F,C,C
1190,std-1190,F,F,B,F,D
1191,std-1191,F,C,A,F,C
1192,std-1192,F,B,F,C,C
1193,std-1193,C,F,F,A,B
1194,std-1194,B,A,F,D,B
1195,std-1195,F,D,D,F,C
1196,std-1196,F,D,F,F,D
1197,std-1197,F,B,C,A,B
1198,std-1198,F,C,D,D,C
1199,std-1199,F,F,A,D,C
1200,std-1200,F,C,F,A,B
1201,std-1201,F,B,B,D,B
1202,std-1202,D,C,D,B,B
1203,std-1203,F,F,C,F,B
1204,std-1204,F,D,F,A,C
1205,std-1205,F,A,C,C,B
1206,std-1206,C,A,F,B,A
1207,std-1207,F,F,F,F,D
1208,std-1208,A,A,B,A,A
1209,std-1209,F,B,F,D,C
1210,std-1210,F,F,B,D,C
1211,std-1211,F,D,F,F,F
1212,std-1212,F,D,F,A,C
1213,std-1213,F,D,F,B,C
1214,std-1214,F,B,A,C,A
1215,std-1215,F,F,C,F,D
1216,std-1216,F,C,B,A,B
1217,std-1217,F,F,F,D,C
1218,std-1218,F,D,F,B,C
1219,std-1219,F,A,F,F,C
1220,std-1220,F,C,C,C,B
1221,std-1221,A,F,D,D,B
1222,std-1222,D,C,D,B,B
1223,std-1223,F,F,C,F,C
1224,std-1224,F,B,F,B,C
1225,std-1225,C,A,B,A,A
1226,std-1226,D,C,F,D,C
1227,std-1227,F,A,C,F,C
1228,std-1228,D,D,D,F,C
1229,std-1229,F,F,F,B,D
1230,std-1230,D,C,F,A,B
1231,std-1231,F,B,C,D,B
1232,std-1232,F,D,A,F,B
1233,std-1233,F,F,D,F,D
1234,std-1234,F,F,A,B,B
1235,std-1235,F,B,C,D,C
1236,std-1236,F,A,D,F,C
1237,std-1237,D,B,A,F,B
1238,std-1238,D,D,B,B,B
1239,std-1239,C,A,F,A,A
1240,std-1240,F,D,C,F,D
1241,std-1241,F,F,B,C,B
1242,std-1242,D,C,B,A,B
1243,std-1243,F,F,F,D,D
1244,std-1244,F,D,C,B,C
1245,std-1245,B,F,B,F,B
1246,std-1246,F,B,F,B,B
1247,std-1247,F,A,F,B,B
1248,std-1248,D,B,F,F,C
1249,std-1249,F,A,B,A,B
1250,std-1250,F,F,B,F,C
1251,std-1251,F,D,F,F,F
1252,std-1252,F,C,F,F,D
1253,std-1253,D,F,C,A,B
1254,std-1254,F,A,F,A,B
1255,std-1255,C,B,F,F,B
1256,std-1256,D,F,B,F,C
1257,std-1257,F,D,C,D,B
1258,std-1258,F,A,D,F,C
1259,std-1259,F,A,F,F,C
1260,std-1260,D,F,C,D,B
1261,std-1261,C,F,C,D,C
1262,std-1262,F,A,D,F,B
1263,std-1263,F,D,D,D,B
1264,std-1264,D,A,D,C,B
1265,std-1265,D,F,D,D,C
1266,std-1266,F,F,D,F,D
1267,std-1267,B,A,F,F,B
1268,std-1268,D,F,F,F,C
1269,std-1269,F,B,D,F,C
1270,std-1270,A,B,F,F,B
1271,std-1271,C,D,B,F,B
1272,std-1272,F,F,A,B,B
1273,std-1273,F,A,C,F,B
1274,std-1274,F,F,B,B,B
1275,std-1275,F,F,C,D,C
1276,std-1276,F,F,D,C,B
1277,std-1277,F,F,D,F,D
1278,std-1278,F,F,A,F,C
1279,std-1279,F,A,F,F,C
1280,std-1280,C,F,C,F,C
1281,std-1281,F,C,B,C,B
1282,std-1282,F,F,B,C,B
1283,std-1283,A,C,D,F,B
1284,std-1284,F,F,D,F,D
1285,std-1285,B,D,F,B,B
1286,std-1286,C,B,C,B,A
1287,std-1287,F,D,A,D,B
1288,std-1288,F,D,B,F,C
1289,std-1289,F,A,C,A,B
1290,std-1290,D,D,F,D,C
1291,std-1291,C,F,F,D,B
1292,std-1292,F,C,C,F,D
1293,std-1293,F,B,C,F,C
1294,std-1294,F,C,F,A,B
1295,std-1295,F,F,B,F,C
1296,std-1296,F,F,F,F,D
1297,std-1297,F,A,C,A,B
1298,std-1298,F,A,F,F,C
1299,std-1299,F,A,D,C,B
1300,std-1300,F,D,F,B,C
1301,std-1301,F,D,B,F,C
1302,std-1302,F,F,C,F,C
1303,std-1303,F,B,A,C,B
1304,std-1304,F,F,B,A,B
1305,std-1305,F,F,D,F,D
1306,std-1306,C,F,D,F,C
1307,std-1307,F,D,F,D,D
1308,std-1308,B,B,D,A,A
1309,std-1309,B,C,B,D,B
1310,std-1310,F,B,C,C,B
1311,std-1311,A,D,B,F,B
1312,std-1312,F,F,F,C,C
1313,std-1313,C,A,B,F,B
1314,std-1314,C,B,A,F,B
1315,std-1315,B,C,B,F,B
1316,std-1316,F,F,D,D,C
1317,std-1317,F,F,F,D,D
1318,std-1318,A,A,D,F,B
1319,std-1319,F,D,F,F,D
1320,std-1320,F,C,F,F,D
1321,std-1321,F,F,F,F,F
1322,std-1322,F,B,D,F,C
1323,std-1323,F,F,C,D,C
1324,std-1324,F,A,D,A,B
1325,std-1325,C,B,B,D,B
1326,std-1326,F,B,A,A,B
1327,std-1327,F,B,A,A,B
1328,std-1328,F,F,D,D,C
1329,std-1329,F,D,B,D,B
1330,std-1330,F,F,F,F,C
1331,std-1331,D,C,A,F,B
1332,std-1332,D,F,C,F,C
1333,std-1333,F,C,F,D,C
1334,std-1334,A,F,B,F,B
1335,std-1335,F,F,B,D,C
1336,std-1336,F,C,F,A,B
1337,std-1337,F,F,F,D,D
1338,std-1338,A,F,F,F,C
1339,std-1339,F,F,C,A,C
1340,std-1340,F,F,D,F,D
1341,std-1341,F,B,C,D,B
1342,std-1342,D,F,C,C,B
1343,std-1343,F,F,D,A,B
1344,std-1344,D,A,D,A,A
1345,std-1345,D,F,A,A,A
1346,std-1346,B,F,F,C,B
1347,std-1347,F,A,F,B,B
1348,std-1348,F,B,D,D,B
1349,std-1349,F,B,D,A,B
1350,std-1350,B,A,F,C,B
1351,std-1351,F,F,F,D,D
1352,std-1352,F,F,D,F,C
1353,std-1353,D,C,F,C,B
1354,std-1354,F,C,C,F,B
1355,std-1355,F,B,B,C,B
1356,std-1356,F,A,A,A,B
1357,std-1357,F,F,F,F,D
1358,std-1358,F,C,D,F,C
1359,std-1359,F,B,F,F,C
1360,std-1360,B,D,B,D,B
1361,std-1361,C,D,B,B,B
1362,std-1362,F,F,F,B,C
1363,std-1363,F,C,C,B,B
1364,std-1364,F,D,C,D,B
1365,std-1365,A,F,F,D,B
1366,std-1366,D,D,C,F,C
1367,std-1367,F,A,C,C,B
1368,std-1368,D,D,F,D,B
1369,std-1369,F,C,A,C,B
1370,std-1370,F,C,A,B,B
1371,std-1371,D,F,F,F,D
1372,std-1372,F,D,D,A,B
1373,std-1373,F,F,F,F,D
1374,std-1374,B,F,A,C,B
1375,std-1375,C,F,F,F,D
1376,std-1376,C,C,C,D,B
1377,std-1377,F,A,C,F,B
1378,std-1378,F,C,F,F,D
1379,std-1379,F,A,D,F,C
1380,std-1380,F,A,D,C,B
1381,std-1381,F,C,F,D,C
1382,std-1382,F,A,F,F,C
1383,std-1383,F,C,F,F,C
1384,std-1384,B,A,B,C,A
1385,std-1385,F,A,D,F,B
1386,std-1386,D,B,D,F,B
1387,std-1387,F,C,F,F,C
1388,std-1388,F,D,F,D,C
1389,std-1389,F,F,F,F,D
1390,std-1390,F,B,C,F,C
1391,std-1391,B,F,F,A,B
1392,std-1392,F,A,D,D,B
1393,std-1393,F,C,A,F,C
1394,std-1394,C,B,A,C,A
1395,std-1395,F,B,C,C,B
1396,std-1396,F,F,D,D,D
1397,std-1397,F,F,F,F,D
1398,std-1398,C,F,F,F,C
1399,std-1399,F,A,D,C,B
1400,std-1400,F,F,F,B,C
1401,std-1401,F,F,F,D,D
1402,std-1402,F,F,D,D,C
1403,std-1403,F,F,D,B,C
1404,std-1404,F,D,F,F,D
1405,std-1405,F,C,C,F,B
1406,std-1406,F,D,B,B,B
1407,std-1407,B,C,D,F,B
1408,std-1408,F,A,F,F,D
1409,std-1409,F,B,D,A,B
1410,std-1410,B,F,F,C,C
1411,std-1411,D,F,C,A,B
1412,std-1412,F,F,F,A,C
1413,std-1413,C,F,C,F,C
1414,std-1414,F,C,F,D,C
1415,std-1415,F,D,B,D,B
1416,std-1416,F,F,F,F,F
1417,std-1417,D,C,D,A,B
1418,std-1418,D,A,F,D,B
1419,std-1419,A,B,B,F,A
1420,std-1420,D,F,F,B,B
1421,std-1421,D,A,D,C,B
1422,std-1422,B,A,C,B,A
1423,std-1423,F,F,A,C,B
1424,std-1424,F,B,D,F,D
1425,std-1425,F,D,D,F,C
1426,std-1426,A,C,F,D,B
1427,std-1427,F,D,C,F,B
1428,std-1428,D,C,D,C,B
1429,std-1429,B,B,F,A,B
1430,std-1430,F,A,F,C,B
1431,std-1431,F,F,F,C,C
1432,std-1432,F,A,B,D,B
1433,std-1433,A,D,B,A,A
1434,std-1434,F,F,D,A,B
1435,std-1435,C,C,D,D,B
1436,std-1436,A,F,F,F,C
1437,std-1437,C,C,D,B,B
1438,std-1438,F,F,F,F,D
1439,std-1439,F,F,C,F,C
1440,std-1440,D,B,F,F,C
1441,std-1441,C,B,D,F,B
1442,std-1442,F,F,D,D,C
1443,std-1443,C,A,D,F,B
1444,std-1444,F,F,F,F,F
1445,std-1445,F,A,D,F,C
1446,std-1446,F,F,B,F,C
1447,std-1447,B,F,F,C,C
1448,std-1448,F,C,B,F,B
1449,std-1449,F,A,F,F,D
1450,std-1450,A,C,A,A,A
1451,std-1451,C,A,B,F,B
1452,std-1452,F,D,B,F,C
1453,std-1453,F,A,C,F,B
1454,std-1454,C,B,D,F,B
1455,std-1455,B,A,A,C,A
1456,std-1456,F,F,D,C,C
1457,std-1457,F,D,A,F,B
1458,std-1458,C,F,D,F,C
1459,std-1459,F,B,B,D,C
1460,std-1460,F,D,F,F,D
1461,std-1461,F,B,B,F,C
1462,std-1462,C,F,B,B,B
1463,std-1463,A,D,C,F,B
1464,std-1464,A,F,F,F,C
1465,std-1465,A,A,A,B,A
1466,std-1466,F,A,C,F,B
1467,std-1467,A,F,F,F,C
1468,std-1468,F,A,A,F,B
1469,std-1469,F,D,B,A,B
1470,std-1470,F,D,B,B,B
1471,std-1471,F,D,B,D,B
1472,std-1472,F,D,A,F,B
1473,std-1473,F,B,D,A,B
1474,std-1474,A,B,D,C,A
1475,std-1475,C,B,D,A,A
1476,std-1476,F,A,C,F,C
1477,std-1477,F,C,A,B,B
1478,std-1478,C,F,A,A,B
1479,std-1479,F,F,F,F,D
1480,std-1480,C,C,F,B,B
1481,std-1481,D,A,C,A,A
1482,std-1482,F,D,B,B,B
1483,std-1483,F,D,A,D,B
1484,std-1484,A,B,F,A,A
1485,std-1485,F,C,B,F,B
1486,std-1486,C,B,F,B,B
1487,std-1487,F,C,F,C,D
1488,std-1488,F,C,B,C,B
1489,std-1489,B,C,A,F,B
1490,std-1490,F,F,F,F,C
1491,std-1491,F,D,F,F,D
1492,std-1492,F,A,D,F,B
1493,std-1493,F,C,F,F,C
1494,std-1494,F,B,F,D,C
1495,std-1495,B,C,F,C,B
1496,std-1496,D,F,F,F,D
1497,std-1497,D,B,F,B,B
1498,std-1498,F,B,B,F,B
1499,std-1499,F,A,F,F,C
1500,std-1500,F,F,D,F,C
1501,std-1501,F,F,C,A,B
1502,std-1502,F,C,D,F,D
1503,std-1503,F,A,B,F,B
1504,std-1504,F,C,D,B,B
1505,std-1505,D,D,F,B,C
1506,std-1506,F,F,D,C,D
1507,std-1507,F,A,F,F,C
1508,std-1508,C,C,F,F,C
1509,std-1509,F,A,F,F,C
1510,std-1510,F,C,A,D,B
1511,std-1511,B,F,C,B,B
1512,std-1512,F,F,F,F,F
1513,std-1513,F,A,F,F,B
1514,std-1514,F,A,F,D,B
1515,std-1515,C,A,B,F,B
1516,std-1516,A,D,B,D,B
1517,std-1517,C,F,D,F,C
1518,std-1518,F,F,F,F,D
1519,std-1519,F,D,C,C,B
1520,std-1520,C,C,B,D,B
1521,std-1521,A,A,F,F,B
1522,std-1522,F,D,D,D,B
1523,std-1523,F,F,F,B,D
1524,std-1524,F,B,D,B,B
1525,std-1525,C,C,D,B,B
1526,std-1526,B,F,F,F,B
1527,std-1527,F,F,D,F,C
1528,std-1528,F,D,F,F,C
1529,std-1529,C,A,C,D,B
1530,std-1530,F,A,C,A,B
1531,std-1531,F,F,D,F,D
1532,std-1532,F,F,D,F,C
1533,std-1533,D,B,D,B,B
1534,std-1534,D,B,F,C,B
1535,std-1535,F,C,F,F,D
1536,std-1536,F,C,D,F,C
1537,std-1537,F,D,A,D,B
1538,std-1538,D,F,D,F,C
1539,std-1539,F,F,F,F,D
1540,std-1540,F,C,A,A,B
1541,std-1541,B,D,B,F,B
1542,std-1542,D,F,D,B,B
1543,std-1543,F,A,B,A,A
1544,std-1544,F,C,D,D,C
1545,std-1545,F,F,F,F,C
1546,std-1546,F,F,D,F,D
1547,std-1547,D,F,F,C,C
1548,std-1548,D,D,F,F,C
1549,std-1549,D,C,B,B,B
1550,std-1550,F,B,B,D,B
1551,std-1551,F,D,F,A,C
1552,std-1552,C,B,A,A,A
1553,std-1553,F,B,F,F,C
1554,std-1554,F,A,F,F,B
1555,std-1555,F,A,B,C,B
1556,std-1556,A,B,D,B,A
1557,std-1557,F,D,F,F,C
1558,std-1558,F,D,F,A,C
1559,std-1559,F,A,D,C,B
1560,std-1560,C,B,A,B,A
1561,std-1561,F,B,B,C,B
1562,std-1562,D,F,F,C,C
1563,std-1563,F,D,F,A,B
1564,std-1564,F,D,D,D,C
1565,std-1565,F,F,C,D,C
1566,std-1566,C,B,F,F,B
1567,std-1567,F,A,F,F,C
1568,std-1568,D,D,D,A,B
1569,std-1569,D,D,D,C,B
1570,std-1570,F,A,D,F,C
1571,std-1571,F,D,B,F,B
1572,std-1572,F,B,C,B,B
1573,std-1573,F,A,B,F,B
1574,std-1574,F,F,F,F,D
1575,std-1575,F,F,C,B,C
1576,std-1576,F,F,D,C,B
1577,std-1577,D,B,A,F,B
1578,std-1578,F,C,C,B,B
1579,std-1579,D,A,D,C,B
1580,std-1580,F,A,F,F,C
1581,std-1581,C,F,A,F,B
1582,std-1582,F,D,F,A,C
1583,std-1583,F,D,F,F,D
1584,std-1584,F,A,F,F,C
1585,std-1585,F,C,F,F,D
1586,std-1586,A,B,D,A,A
1587,std-1587,D,C,F,C,B
1588,std-1588,D,F,B,F,C
1589,std-1589,F,C,D,D,C
1590,std-1590,F,D,D,F,C
1591,std-1591,F,A,C,F,C
1592,std-1592,F,B,A,F,B
1593,std-1593,B,D,F,F,C
1594,std-1594,B,F,F,F,C
1595,std-1595,F,C,F,F,C
1596,std-1596,F,C,F,F,B
1597,std-1597,F,F,F,D,D
1598,std-1598,B,D,F,D,B
1599,std-1599,F,D,F,F,D
1600,std-1600,D,C,D,B,B
1601,std-1601,F,D,C,A,B
1602,std-1602,F,A,B,B,A
1603,std-1603,D,F,F,B,C
1604,std-1604,F,C,B,F,C
1605,std-1605,F,B,C,C,B
1606,std-1606,A,A,D,F,B
1607,std-1607,F,F,F,D,C
1608,std-1608,F,B,C,F,B
1609,std-1609,F,A,F,D,C
1610,std-1610,F,F,D,D,D
1611,std-1611,C,C,F,B,B
1612,std-1612,F,F,D,F,F
1613,std-1613,B,D,F,C,B
1614,std-1614,A,A,F,F,B
1615,std-1615,F,D,D,F,D
1616,std-1616,F,C,F,F,C
1617,std-1617,F,D,C,C,B
1618,std-1618,F,C,B,A,B
1619,std-1619,F,D,B,F,C
1620,std-1620,A,F,F,C,B
1621,std-1621,D,A,D,F,B
1622,std-1622,D,C,F,D,C
1623,std-1623,F,C,B,F,C
1624,std-1624,C,F,F,F,C
1625,std-1625,F,D,F,A,C
1626,std-1626,F,F,F,B,C
1627,std-1627,B,C,C,C,B
1628,std-1628,C,F,F,D,C
1629,std-1629,F,B,D,D,B
1630,std-1630,A,F,A,D,B
1631,std-1631,B,F,B,F,B
1632,std-1632,C,F,C,F,C
1633,std-1633,F,C,F,A,B
1634,std-1634,B,F,C,C,B
1635,std-1635,D,D,C,F,C
1636,std-1636,F,D,C,D,B
1637,std-1637,F,F,F,A,C
1638,std-1638,F,F,F,C,D
1639,std-1639,F,A,C,F,C
1640,std-1640,F,C,A,A,B
1641,std-1641,C,B,C,F,B
1642,std-1642,F,C,F,C,C
1643,std-1643,C,A,D,C,B
1644,std-1644,F,B,C,D,B
1645,std-1645,C,F,D,F,C
1646,std-1646,B,A,F,D,B
1647,std-1647,F,C,F,B,B
1648,std-1648,F,B,F,A,B
1649,std-1649,F,B,A,B,B
1650,std-1650,D,D,B,F,B
1651,std-1651,F,F,F,D,D
1652,std-1652,F,B,F,F,D
1653,std-1653,F,F,D,C,D
1654,std-1654,F,A,F,F,C
1655,std-1655,A,B,B,B,A
1656,std-1656,D,A,A,F,B
1657,std-1657,F,D,B,F,C
1658,std-1658,F,C,D,F,C
1659,std-1659,F,F,D,B,C
1660,std-1660,F,B,F,F,C
